id,description,value
1544,"BQJq9e8dg8svMpU",0.175192
1545,"LPXDExVI7Ys3Gwf",7.339034
1546,"mEM5Xo0l08ps90K",161.282334
1547,"5v2b5a7AFAtgzVw",68.283333
1548,"kvXRaeMwYIG7NSd",0.540710
1549,"J3551TVgZPBhSTg",52.692501
1550,"eSeUogdJaT9wg9I",4.315332
1551,"YcQaHVOTBTMkJ55",9.059574
1552,"49CU7AHPklMzW7s",0.863239
1553,"3ARUiecvzTOkEQr",90.234631
1554,"5EAqjTcC6dD2c9X",2.310733
1555,"q7oo7zpH75B70YZ",65.017306
1556,"x8ZHcMKQWRipL3c",94.059970
1557,"xbxD9qRJBKyU6wm",472.892577
1558,"GoaML2JPdokKyMM",5.331974
1559,"3EFliu3QVi0QcQJ",146.476790
1560,"aeXa3NBUzQ5rB5W",391.351904
1561,"ig6T6pty7yedJlz",89.923529
1562,"b7hIVFwwUQKceL5",22.910486
1563,"9g0E5UhXStZLJbX",362.753010
1564,"rbrMeXwGL01bv3v",0.760475
1565,"AgoBz07RpNU1n4B",2.483515
1566,"KCwfeUL2u0NpVK4",60.017786
1567,"pQeGnb5gJBa9YLv",4.253410
1568,"nyaecxWfJyzv0pB",85.232632
1569,"hL5RdpmcIyi4M5G",3.436147
1570,"cbe5DLJ0J0qieE9",81.854259
1571,"dqrirmE01UAtERU",715.952551
1572,"l9aKD5WstqoVYGU",10.422682
1573,"CLEy6IYpU3vChBz",1.485364
1574,"sfQ7T2Z4peBz9GC",47.460413
1575,"Gg6rI8zcZc0iJLg",64.234409
1576,"ogyec5JyuQRKYgO",0.592133
1577,"7VfK2VhjZDYSAcs",8.249676
1578,"IZTjk8PGqUxxTQb",75.951755
1579,"dpAsxH9aj06BoRH",6.077510
1580,"o9PnKQ6VUib5mTb",2.367380
1581,"4nUvxuJEUe7V86W",0.337328
1582,"cp84YPN32nQe8vs",97.414074
1583,"nMaqxalpA50vIYu",1.707389
1584,"24yrg53yjzqqYke",5.140350
1585,"S1iEuwnWuxLKAuB",262.889646
1586,"zUxDCyki5h4WDQ7",0.893620
1587,"CmiWOzI8CdNibVQ",0.953896
1588,"XEJQ6RkOf72ZMOU",0.841380
1589,"8hGuF1kmnhQaLT6",334.575762
1590,"pOgbdSCMirQ5A4E",2.466864
1591,"utof8MpZCDDYKDV",0.557060
1592,"ZqFuNJUmzoPmmPl",140.309408
1593,"1h54W93WoxV4znx",0.165251
1594,"ZTFYSzhUAfAtCse",17.404802
1595,"qn6wd3FMrUgMTId",9.943383
1596,"CgPYB1M7epom5d3",60.587593
1597,"GW68VqhIE7rafd6",5.491010
1598,"diLRHMDX0hHgUwy",7.297699
1599,"hokfZwDXri911UF",155.010726
1600,"x4VseMqEbxDAUvT",0.878953
1601,"5qA7sOj6jOK7imk",858.243818
1602,"QJV9xCDKnDoI1ZU",0.865860
1603,"Rpnt4HC5t9dpLza",62.562787
1604,"BdjhoxMZKisAYwK",31.311043
1605,"cgAa8uMEolXJ2Qo",736.549842
1606,"R2T3MQQFjvwaQFi",0.729722
1607,"TKR4hhgQLbwAGe8",7.492484
1608,"GKNgEgYIw9avT0J",198.969132
1609,"n3sBiBFggLU8Znp",3.604601
1610,"wQ7H7rrTSxmxwrl",9.404796
1611,"9NzJKlA5nTAgbAZ",973.098460
1612,"XkbNDmDYphLWxqv",0.916306
1613,"w1j1kQGQKg07FLF",105.823826
1614,"vbtUjy4JdTXyyH5",0.904872
1615,"Yne7yxeImT7FSKg",67.101906
1616,"3Jo6TJgZTnvcoS4",465.804949
1617,"aVD8yZIUB6Jc5io",0.844178
1618,"rXv3x0pxHwczHMm",36.190151
1619,"TaiZHG6eVOZSirh",851.508059
1620,"zmQeJNGOU9aWqkF",92.012670
1621,"M17Agq9zrQJ9KDD",85.249550
1622,"r11TJiMZ9rKmun6",62.478387
1623,"ht5QhyeUbYQCzj7",396.755413
1624,"A3kgIXujnVEvVxy",6.923332
1625,"sn8kI2eLNNuaW1v",0.687986
1626,"TinYD3J1vVKMOgG",0.557575
1627,"q67rIW2niwStFYf",0.816645
1628,"DMSV8gGBOwtvfrb",47.809988
1629,"ZDIebAkxigPihgv",23.089615
1630,"JiVSgLyNSahh2pu",3.310659
1631,"ndcsFxp5tSgk8Kw",0.919672
1632,"ipaMYWIUtTocZK9",0.874472
1633,"cj9dGQvZW5GrOCy",1.646604
1634,"GaUvd2uP7NPPd9n",0.035367
1635,"OSYJRFjMOn33x6K",0.066011
1636,"snxnwe5AVfiGcIi",67.800328
1637,"iKsXCJxH6mQBBJT",453.943600
1638,"LEl34BduToILiot",20.979887
1639,"Usyey38echTis1D",0.085613
1640,"b0dV201FhCucAEo",4.267661
1641,"06VtOMuDWaDjpZQ",57.756764
1642,"DL4qtPszC3gVZjl",0.009692
1643,"F68536kKOtArbjs",3.714189
1644,"e8oFCJYRV5U4SZ1",2.536271
1645,"3uCpIzttiykH2zc",448.720735
1646,"lwAZHNDGgpyYsY7",0.298279
1647,"jzuwHyWUftkRDxL",59.164918
1648,"dByli5rZpgsFA5W",619.630474
1649,"gDmP02Cin2RRLik",91.345933
1650,"8vMXjmRIZSpt3WB",4.161638
1651,"JjKsFFIUjJYoZK9",646.069588
1652,"yb1Z9IgMzvH6Sas",36.227438
1653,"xcVSxlaS65MWd6K",0.418966
1654,"06wrFD2f8A60mBL",821.445742
1655,"xSFH7fjKhP9OZER",328.631221
1656,"swDILsm0Ud2eyK1",0.638805
1657,"GnIpVUPQtKtrjio",8.377503
1658,"hqiY6xHQzd2VXF5",1.428463
1659,"rczV3jxI5VlXGgc",78.815252
1660,"sXgAHVYNjPptKsi",42.747795
1661,"r97O9y3nuZ10kWQ",55.943273
1662,"oYgKE0ItR3mvCbA",0.424772
1663,"wz3HyXKnPbKGVzA",3.797574
1664,"2yN9nvUt2NwDGzb",0.580733
1665,"Aq84xaTxYtGKDNJ",543.439552
1666,"85RDQbN6kujqX5v",54.915442
1667,"bmDQicjuHkzsT2g",0.150669
1668,"Vf0rk55jhIJt6yh",0.142216
1669,"ga5TO59nE9a43AJ",1.308162
1670,"mP9ok0cnjKR9LjP",867.611557
1671,"i21Th3evZOrq9Kx",0.465121
1672,"cyjRd6mA9kdUncd",0.419134
1673,"vif2lzNC79z8Sof",9.097484
1674,"omUQrUQXuTM1DzL",0.611705
1675,"jxqgbwQGroPtqnB",80.377043
1676,"j0kOfLTb4m1aFMh",12.996524
1677,"Kh6wyLWWJIBzJkL",70.825493
1678,"cZS7DHwATL4ZyIc",637.829689
1679,"2sRWzxmkKROwNIB",425.371717
1680,"jOCeFg9v4Ef0O00",462.843068
1681,"eNAWZZCZGu93gct",346.052306
1682,"XHiD524nRLWMmfD",0.224058
1683,"wEjKFxaoVnl3NTg",0.563976
1684,"8nM7Teo4H9GSgPS",41.323186
1685,"8AEpYNlcngP1DiO",1.352534
1686,"cAB7VvvSqX0rPw9",318.429626
1687,"UpJ7I8UhLA3t0i4",4.458339
1688,"8AKzlDhQ8ORNZVR",868.782020
1689,"QJDJAJLvMWs6u4G",121.903512
1690,"La6eS0qv7fjqKm2",214.864334
1691,"MyHQOpSSbWlOqoy",166.090741
1692,"TqCRtgXkPpDudqb",6.286523
1693,"XPhqtVUs4xLaLnV",0.098504
1694,"Y04b6Pp6h97lzXr",4.559141
1695,"NMBuAz8Fg50F3vd",8.844868
1696,"eYktXOzNTpMeoBb",69.617155
1697,"28oNjuSvCfgDt9L",539.837493
1698,"dSDbCQXXS93l4nO",0.928069
1699,"RS7peSOrkPVqOUP",97.904786
1700,"LVAV4cNwXeWNZQl",98.506289
1701,"F9WQJ5QPjJE28Tl",1.099095
1702,"9xhRgT8aLi6seiE",0.414484
1703,"AK4chfzwILEMyQ1",240.740783
1704,"oo0fqm3I4oOb9S9",0.238716
1705,"jK7pLBEW3E52O6y",3.128988
1706,"4bLR3fDbilwpLM0",62.121108
1707,"AyXba88KIpZATrG",3.363851
1708,"6vM3as659atZUhG",4.779079
1709,"bNgc4txaLemr9mL",0.584197
1710,"cWH7cfS5zorZUyw",9.364278
1711,"0MXsHh4df6LGrJA",21.852769
1712,"ONu9oLnFX9Kds7o",0.787414
1713,"xCr3U8BBnwZ4FFI",0.874631
1714,"MJEvWDCmPAQ1r5v",56.969003
1715,"xnKgOZPqNmT59ZW",8.306761
1716,"soWbiFlosFJPlVC",709.410829
1717,"0P8xCEQZYnCnuCY",0.702948
1718,"mjmvCranPM4YQgx",0.270097
1719,"18TPsGAFB2YJQQh",0.377902
1720,"iQxkvNyQiJVSHFV",0.408215
1721,"D46iaMtnZCtc3jT",2.678386
1722,"1vy5ES5lOFzODMy",154.165879
1723,"9rCSuBPPfRpV4Eq",3.243967
1724,"CyiEHojxgMMLW7r",533.231556
1725,"KRn1rKAwORDlix8",27.112441
1726,"W3aJ6JFSdmE17Wd",9.920542
1727,"p6L4elUonXPjGYU",9.336210
1728,"h5dQG7coXaZ6qz9",0.014356
1729,"TuI7Huvmxppv7Oh",768.351623
1730,"kZTay5T3t9iykk1",0.811852
1731,"D8B4YMbzbhMNecK",0.164433
1732,"KPmhc6Tm4Kc0B7I",2.234101
1733,"5tDJz6hLq3DVsv0",0.756528
1734,"aqjQUNeLLOPtcWl",11.633152
1735,"DsRcuuibc971ptS",0.014326
1736,"yfWAXsL076w6zFw",6.803668
1737,"l4ihkrpsDkhnqLU",209.386620
1738,"yNVB5dAHpaWBxxh",0.136832
1739,"E1cOBnIDMX1kYZ1",46.418859
1740,"6nvv3xWLVxYvxmw",435.220408
1741,"X1n9asYklrR2jHx",0.728495
1742,"MOxl4mBB31r1BGU",404.861844
1743,"75740yTeGjr6iGh",0.105056
1744,"5yqZnFGM27YGAZl",812.357214
1745,"jlovxRAMespbqO1",526.601994
1746,"sduCTQbRtisYyjH",0.843052
1747,"Kpk8VjQKvqyLnY6",79.298638
1748,"5wYOWQPpXPMGGLc",38.225638
1749,"PKXY6Sk2RUeT51E",222.491161
1750,"WBeGwRbKNevU4IP",0.032916
1751,"1zVlFh4pCCYGdk6",0.886394
1752,"SelGSClvYMSjrBq",6.475835
1753,"GCi2ybe7Tubzj71",0.220381
1754,"WYvqN3mzMILwFzw",52.771558
1755,"iHoTN69sFmhqVMk",2.440119
1756,"QnozcEhhjtgMiNr",613.958948
1757,"AypcEkpCTy3HxTX",6.758228
1758,"68JrMAduO3ZNUtg",61.984162
1759,"a4OPusuCGPo3m6S",415.221103
1760,"UGuMGK0vmdRcTX5",358.197035
1761,"FmsIXVVagmoEGSP",0.549336
1762,"lTkvT1FzXScrz4i",779.456258
1763,"Qt0osvAB3M5mtVY",772.343691
1764,"HGvI1qj0tCKLD4p",204.057851
1765,"lBgFGpoU8MQWIyV",8.415282
1766,"B8UsMy00nKa7meo",324.360374
1767,"Ue6l6xmNzKoqy8r",53.610034
1768,"vh4OmwPUfGiuVBR",0.582604
1769,"3Yw8DiQxPO16pqg",17.907241
1770,"PxIbMkGcekK1fTN",7.217166
1771,"ATryCuF789VIynA",329.878819
1772,"ZPPawRXeHvY4BQm",0.262908
1773,"N5zCo8Yi4ws5pfZ",0.784471
1774,"KYHH1iUQIwQLc2y",186.959559
1775,"bsuWS1QfaYDn0GP",3.742039
1776,"qUdbYG9YtOQG0GV",9.869942
1777,"1k4mcnAP7PCNUYf",0.608741
1778,"dDrhJ9Lw0abRhs4",9.350095
1779,"RElnkMKJncvSZh9",482.471822
1780,"EeZ0kXRte4KpzLt",27.779645
1781,"JB9cV45l0Q527TZ",609.586992
1782,"noXHrBNHDthp4tZ",96.106056
1783,"TQP3TGdGYTSO4d4",8.985667
1784,"Her0gixgWmPpc6J",3.206587
1785,"nS7jAFm4ahfPWss",0.736621
1786,"5XVpy5hDr3X8IPO",475.808128
1787,"J1Zsri1xZGi18PA",0.454723
1788,"aYqYk30rCmeFs4m",0.838662
1789,"tQvGRSzbmQJ3Yni",810.826165
1790,"zBGqt6eaSJJBiu5",3.994728
1791,"GohR2cJQuo9N3WR",68.837234
1792,"cFNUIOGI57WQZOC",669.856086
1793,"LEpF0yPPDI6VJiX",281.385717
1794,"hMitn4aAZlhQMQw",596.257240
1795,"j4ulmhP1Dyuwj92",185.258030
1796,"7W48sP1FZ4Cgho5",73.639056
1797,"iX7DBrj7N1H53MQ",78.419843
1798,"h0kDwIn7aKGfMek",10.828282
1799,"0jooO6NfRTJ8AfK",131.288458
1800,"d7n6YT06FPtW1Ho",0.514840
1801,"kK9qQESJTBOC0tb",50.291642
1802,"UJ50D7iwhwey0Ia",3.532120
1803,"78EunvNUdvxITof",263.280466
1804,"d3t8qsLs0bBEHm5",187.585145
1805,"CgWKvIqFRgXvlNt",0.930918
1806,"xq86Qe1DHJTPk9L",5.077685
1807,"Wo1dtyJqO2bTfgS",0.635824
1808,"ikNI4PsAxKGAcSs",972.710815
1809,"A3T7RwoUKitZfFR",3.106327
1810,"ZmkoyIIRuFiYyqh",402.672869
1811,"N2YnGHmQBtE3FtA",65.470098
1812,"LZekmvohwA7Vdr6",25.634746
1813,"hRWFUX4G1j7fL6C",9.747042
1814,"M67W0gJvnp5CFXC",4.462963
1815,"7erib7p95LBrgg1",2.163244
1816,"XLwgUfuGMyzm4Np",0.432032
1817,"aTdtR4Q9x3ZqNfW",0.800257
1818,"ds8iLLb296xmUIj",256.210065
1819,"GNWeQkQMgos9md4",99.277926
1820,"LGWCCg6O4JzSWoy",0.598687
1821,"RJOU17RhR7MgrRl",8.944022
1822,"EE1rrHjbohotxVB",0.762650
1823,"oUVUmb8ZgVXqLNJ",0.037327
1824,"0vtlCXWiVGFQoqb",46.631954
1825,"IhOLik8RKAW1Pv1",6.119057
1826,"s048ndxJnnK32yZ",979.312067
1827,"DSy7jtgpSgKxB3i",4.870751
1828,"Dra9qVgivf27FPn",83.386249
1829,"GWN6Tso58PiakUN",760.160691
1830,"Yc5hBjRzjKtgtMG",0.291408
1831,"SpZID8wkeRI5C1o",831.694340
1832,"XKiCcL3c00Jl6E0",78.198868
1833,"Up2giKHJODCQ70n",2.022194
1834,"baN3EDvyEjkEuba",9.984083
1835,"uve1nbMMXHX1aV6",96.904543
1836,"f89zLE1FwXa5okC",8.427759
1837,"fKGUdXomD90f01q",99.094897
1838,"ZHeuRVQZpkuLqkj",238.607042
1839,"BulglNQTxuxpCsF",20.274376
1840,"QylIbY45nWWOxqq",415.210137
1841,"b3JUtGid4y64Ebp",0.536426
1842,"on2dre8HYWNlTSw",75.398116
1843,"im41UrSf6oPUHdb",612.549550
1844,"ZH9dqDgicP598TX",65.019049
1845,"dexEFxJRlojoD2P",34.030908
1846,"whk2jAkQNTGtvF7",66.143106
1847,"mYrEJbX4IM16nro",41.010236
1848,"rhIigTjCQZx3ykE",185.562816
1849,"5McCBGWvHkcDJB1",0.524673
1850,"9ujniAFBP4LbuBU",10.954075
1851,"FVtTwR6RG4NoCDJ",0.384912
1852,"zUTD8jhvAPF3Kus",9.704331
1853,"wRGPWUsXJ6QmORD",15.932031
1854,"EYxxMRrNbz6UFO8",62.991292
1855,"rr77ka6WzN5W2iT",191.587171
1856,"3oGjoiOXZAKgwuV",8.653026
1857,"uaafPSrWnx2MKPL",248.831864
1858,"ordOlncfbbioMS2",91.294668
1859,"rgE2hGgr563xnKs",2.977646
1860,"JHzzPkvQgM6WY6k",123.855755
1861,"hdE8ZVzvzKBeFRq",0.356759
1862,"paVp1I5twT6Kh14",7.658375
1863,"GHEtKMNrhpU8WsG",0.057174
1864,"FSXUSaCNZCUmjpl",23.141956
1865,"T5uwPBYs3p3zdXC",41.673467
1866,"GRujjKnisF0KIRX",19.638428
1867,"Y6l9qw6AdIr7Tj1",2.064160
1868,"5OkVmy9m8l8KS7s",6.923939
1869,"9HwbkSRaJvdDBXF",89.818089
1870,"xzGqWqIDnggbDbO",3.485928
1871,"oE7eXPB5tDektb8",649.235316
1872,"URxuFmEwZV8OnZB",46.711303
1873,"zJJfZSgTKccEmeD",697.925878
1874,"YzumW511f8tpTrM",0.782350
1875,"AKr20bIKIRXPmQ1",4.683782
1876,"Iy71ukmaKiuGveS",33.952794
1877,"VUMl60xZqF0XTjZ",9.729505
1878,"GGvax3E4gmYaHil",22.969107
1879,"TmHnuWUzhkTE6Ag",648.700414
1880,"jHwQDrS7E6FTR9l",37.007261
1881,"KSMvQWIlT5CFPPq",1.025252
1882,"FOI75qUWQvrk6cP",662.943763
1883,"bFmimTIYr3gQfml",8.131776
1884,"ELMRHCn7L0PrYGV",78.777929
1885,"2M3zNQHypzO3LvM",0.112794
1886,"NBqenxtlmjFaFgz",8.002530
1887,"2W4bGlBA86ti5kX",0.231395
1888,"cJ7pCPSEI72FrHf",21.870238
1889,"vWAfRpaPWfxEkEI",93.866857
1890,"ASRA2pbS3761FTF",75.562825
1891,"2gWGc8smnQo7Pnt",13.423537
1892,"Ze2i1OFr8eGdCaS",2.763300
1893,"nOPKNhZZuf26zg3",128.587635
1894,"7aaZ9RnEPtsc90Q",0.597131
1895,"K4QDVcKf458ql3S",175.798304
1896,"O8VbhIz1pS43FRw",6.357980
1897,"7008AwufPpRfZwp",0.763035
1898,"4pZQNHkdeX4fmkt",8.967612
1899,"PmnIcihUg3EVV7C",0.491160
1900,"d0GGnXALHun7DwU",887.622264
1901,"R1SAhSpI3stwpjS",32.700724
1902,"yjKDpYFzBahoFOu",757.896628
1903,"5gojLTD9a1t4C0m",0.394745
1904,"08T96MEAbW98GUx",78.088819
1905,"6kw81t1hmSeVTSa",55.744467
1906,"rwiymyDwg9qQvru",7.555050
1907,"5xNeNqHjuGns9Ks",734.718322
1908,"VNXN0zLw2np7UVz",52.552916
1909,"DSYMHXUgNwOdpZP",123.684421
1910,"Nv0No4AUatfC7NX",2.951144
1911,"qOKFwWH8wdx7Oku",7.450025
1912,"iuUshKislyBIS56",0.874176
1913,"MvEiLDu1E5f3KNQ",89.195783
1914,"reH9O5lts5TfGM4",14.022722
1915,"3uHJYsPEnJJfVs0",783.674469
1916,"W6QVIxQ9zDifjRM",4.186299
1917,"VTCQw9XvK8X5MMH",0.459388
1918,"HqroURZQww0ud0z",0.060781
1919,"qDzJRkNctXkkxxO",0.112724
1920,"iuWSW4tb9KPF8an",82.299843
1921,"iTaAweANVBzTVOK",0.198233
1922,"ehAZIzZxfnQkOGk",386.100805
1923,"TkE8Ene4qL0BEP5",20.753242
1924,"fTxOd8hM1y2b82s",30.336648
1925,"Hx6eV41uTn61Pcs",93.002496
1926,"DQjahqQE15nyGLr",3.923880
1927,"ZsqRDzM7QG2RdDw",25.561619
1928,"SNZPEyj4Lh7zpME",66.584531
1929,"CLWlXPSWFaq90HS",563.742982
1930,"qAmOVXugj1tuAOj",6.931929
1931,"C4eioBCUvGP2SSG",7.220677
1932,"BpPPnL2jmMqxfMq",0.674855
1933,"kL1ElYCothuvEQ3",885.818872
1934,"Yok91BOUSCgZulW",2.074402
1935,"PcLi4z5rDdE10jA",306.884166
1936,"OdQVMuxfRl5EsLt",223.651488
1937,"583X8CbdhcDoZou",7.575717
1938,"L2gwz37OKJw6zZF",6.157090
1939,"UTEZwFgz1ZX0dgR",63.997322
1940,"5KCGWbJva8egDUg",9.359699
1941,"2Kw2LDEHBdwzAeS",205.477555
1942,"2xunxOC3AlepoWw",9.464353
1943,"hum4Vq9EdYZ4Bvc",91.245264
1944,"5sgSDTzOtQXXLMA",5.741684
1945,"EWxp5Jnmii3RE4G",56.866888
1946,"iKNQkOTe4SGymGy",823.531561
1947,"gsVIC0cSIyCjMDh",0.224313
1948,"atSXx3s31qQ6GUF",866.278821
1949,"g1gQIZb4F3uKSKU",0.978849
1950,"XzjW2tnSn3M19cu",3.369757
1951,"BvVqkgN4pTkgkXb",8.451724
1952,"DmVVzeBBI9nerCq",0.150316
1953,"OJxyNVyrgi8VQPD",717.968992
1954,"dKOqIAtxCTf0fqK",0.702930
1955,"fcrhOKmoDenS9VY",32.914403
1956,"16RTNf0HIPmJaVv",0.139781
1957,"zrIslHHepEhqM31",7.280188
1958,"UGrpdyFw51W7Ecy",63.461109
1959,"hHj9WSFO9bwyKcg",25.727223
1960,"6N6mcoWNoIs5dkz",7.151105
1961,"4epH1FYs3scioqP",3.860646
1962,"BDKIaW5TbLrZyjp",9.872840
1963,"6uR3yHONFNoMb0l",287.725927
1964,"0mgAKzdmbgGuPGU",7.564303
1965,"GKRFxMzS7tyzSTy",639.695163
1966,"OYk2NOlGepGQkG4",2.153029
1967,"OwMnqzs2nTrVet9",1.460559
1968,"59MuqyKMC8cYVTj",9.342925
1969,"G4mVvwhXrF6EoMZ",30.686104
1970,"mJLFEs7rrGBopoE",454.215559
1971,"sSYmTRL8jo6dK7Y",4.321738
1972,"BA8wAha1FmHKED7",17.736143
1973,"aVk98X9VfT7IWNJ",0.649345
1974,"79wXsr8EQarwNGH",5.611969
1975,"riXUcU5OD5KFjCG",15.991840
1976,"DtzXcWyl6iVC9Xd",979.494468
1977,"cdmER1m3ij8WP1p",453.919774
1978,"bSMByXmopLlu3lo",8.933131
1979,"YtB4cd0FfbXzETW",18.175660
1980,"E2CBOyUcMbOCDve",0.520522
1981,"ZKHIcDoSlwZ8SbN",34.391009
1982,"e8gI1RgDkuaHAEi",45.976633
1983,"X9BAXtvIHBEhq0x",0.277972
1984,"pja22k9zrq6fw2J",0.731699
1985,"EpaIWbdxaALNXLS",27.299094
1986,"SbLx67mjTRqu7pO",587.879098
1987,"JqYoMGyiBEq5Wf6",59.497346
1988,"rQwXTHyMNgd8tcF",42.894092
1989,"im1IyNybXoNwCcR",908.212038
1990,"QRHd1mWvLO3MRLg",7.278802
1991,"KYg4LsOEIm7Oxuu",69.830837
1992,"l1RnPHIPDNqOfmw",173.037765
1993,"oTrR0Sc2lNrz9yM",45.633003
1994,"w0Nqf61lhOPSwZ6",0.537228
1995,"1hwwRme64FPO2v1",442.718255
1996,"Eyrdrnaf9AxL2IB",6.673075
1997,"3gA0cKJe2QRZ2NK",4.273267
1998,"8fH8uhcIvP5cBGW",43.593303
1999,"ffKCbvYbgxLjZ04",4.045321
2000,"VdbXd5o6O9EsKLH",73.453948
2001,"b1jKOgGGozzNyeu",0.723704
2002,"3WUh5JFsR6gjpWU",23.216930
2003,"ps0imlkMWkukocc",508.709690
2004,"MW0ji8J6AY8dwm2",3.008752
2005,"UadyYgbeqtcKEWK",0.767627
2006,"J9t1mNEziTWWyed",78.421096
2007,"7iPpwOg3YXoQRvz",89.472838
2008,"aTu40XCX2PNauds",5.223339
2009,"ONQqfWHTvOeWcgx",59.197430
2010,"EK015IQ6LxCAZsV",967.895375
2011,"J28RSTbEx9dk1Qu",7.136989
2012,"lu8Rhh4wYSHg8j9",408.815605
2013,"8IBw9xpeji6aLcp",0.949339
2014,"wQS7s2S9fd9t3Db",157.183589
2015,"NXweDV12cjqZHNp",9.904215
2016,"YnAqvhFz83HrVPS",782.148489
2017,"vVjTYQz0GzOBaOd",48.398232
2018,"4DMvGn6fhOapEks",88.248416
2019,"grc1gu6pCJjCmoQ",607.140401
2020,"pSbiu7seP0UBcDy",5.397835
2021,"yOZ6smB6t0RtWvM",0.097697
2022,"ZB9EDoPQgQJdQpF",9.547453
2023,"6AmKVbOfJOXW2X7",0.333575
2024,"qBpMMtLhXXUoK55",0.962505
2025,"SY2fofyzqZN8qgV",46.974609
2026,"IWTyjnTZRP0Qnva",0.607141
2027,"XMkzkWD6Zrg5ndU",0.530237
2028,"k3ycXUYQP3NYBHU",97.799114
2029,"8eCAxZ0vxxRV8cn",0.155451
2030,"XT1QVVGTDm8fFSj",37.330894
2031,"CuzHHFzYFXxlqGz",0.020164
2032,"1LRRYY5ZlNgZJJI",0.376350
2033,"NtxLcbOiwMBnKCK",617.058491
2034,"7qYjMm4VTb8zCQD",0.504105
2035,"zAE1yBiyOhllTiT",6.797111
2036,"6Kub514ZPAtdvfT",30.045623
2037,"XswycV2OfJVaWcc",0.006037
2038,"oImdVMm25s4SFCp",451.812885
2039,"DZ9LIsF3y6hz2jp",0.450754
2040,"3DryiKlMzE5y5lx",98.069229
2041,"VUJO8Z7i3KIlqAq",84.931175
2042,"X6zf5bXiOSWvsoF",969.464226
2043,"kLxpSCJxceg5Qji",9.904891
2044,"JtWbgyI0c8hVPU5",0.964676
2045,"4FWnczNGHSl6Jr9",0.122142
2046,"3tQ1KYYCs7cqDtC",519.084519
2047,"k213mZpNFZmyTy8",5.333214
2048,"hXtrAdsgpNa92xQ",16.436220
2049,"mZPiCQOVlBJ4YIU",18.858985
2050,"GgqoKKwb83E5SYn",5.824545
2051,"DAJ4lzusNGRXZ0T",6.521851
2052,"xlTmCpBYM44tgAH",0.303846
2053,"uOHrz7jz7Agq4Xs",7.498271
2054,"cIWzwIS6U38Vjel",98.460698
2055,"V5YtFox2BK7tZZj",0.257197
2056,"A6FdpwepRXCcq1i",4.441402
2057,"rdj2dpOdAZkENK0",454.743785
2058,"Y5jZwfRSamvesWo",470.892076
2059,"VlgHdrRvBu4PHe6",88.443086
2060,"QLjXBQhEMONvNoc",45.502078
2061,"KTB6YiMgJeAwV5g",392.966949
2062,"mqb8P3klUFMbsLX",24.012007
2063,"6f2xoC0gX7VkKsV",876.935486
2064,"a3HrHqd8yUBJTYj",0.034557
2065,"3cMEnBCgIyilWpm",55.695754
2066,"njnjruBxDcrFhV1",37.004413
2067,"RUiHyAxz5CannAG",729.118164
2068,"9uT09q4pZFWSHL6",338.038319
2069,"cxuC5cmhMHSqBRu",771.247959
2070,"pLoM7eLGGhk3tlI",568.295361
2071,"LGsBdPxYILVRmRn",0.351380
2072,"qdWDDGapfgQQlNy",0.777262
2073,"lCeoFeEuwMNjIkw",0.933858
2074,"E5hSwR1EvNczv7T",12.257309
2075,"9UO7u6DYgE9c12x",36.130817
2076,"iWFPfEHfhHj2IPN",67.648214
2077,"cjGmJStyOL88LeW",46.067605
2078,"I9o9mwRQdDTlU9Q",7.887953
2079,"SH6p5nrN0h0Gr0m",96.306736
2080,"pje4OfOsKnqOuG1",12.531990
2081,"pPwuTnUWHjgUcE9",874.960223
2082,"lXWDNWwaM9E6ah9",0.070091
2083,"rUxS7N5U3fFguoF",6.441669
2084,"t4SOPHzqZLp7M1C",0.481243
2085,"PpzNgXPdxE4uYVi",30.386727
2086,"cOqktIDquviCCE5",163.297350
2087,"heADxoTzaN7k8Tx",320.742073
2088,"6SDOfSvAhrB8A2g",236.005233
2089,"z2yT3ugruMNtQzH",5.840053
2090,"ESDpbhQVDsZHd0T",0.801408
2091,"MlHET2makgqHIAv",5.596507
2092,"zALQZ9xCE6yaLx6",31.072999
2093,"UmcZWSCI4OyHLvX",7.752877
2094,"soQYY2QjwPa45hk",0.751640
2095,"HIIoXfpKprL0vpA",57.426517
2096,"pIpKyJYbduPZFuT",98.823501
2097,"rffOE6eqar9FbJo",529.822937
2098,"3g7WffdLD7idj1H",489.734089
2099,"uiqVi17kTSYIBuK",1.922368
2100,"L7j3A43voWQr6HK",0.420215
2101,"0U3CzWCrgTdvNss",2.224010
2102,"BbiJ9LcREmK0S2j",28.227544
2103,"sGYUXgIJVFQDKpI",0.770778
2104,"8heeevnBIONJ04S",0.534841
2105,"H13PEvzGSp7lxmG",79.187817
2106,"7CRFV7NcKsKxlRL",0.675574
2107,"mVby1DnG4Ugq0ej",4.558514
2108,"RWNeIsCYtDvY4xT",96.481508
2109,"b1PQ960xvacPRK7",244.004973
2110,"njoPpVSQgqE316o",185.015770
2111,"OH4kmy54LCGfqPQ",7.872782
2112,"WHLUrmC1aSPTwLq",13.012667
2113,"sAS1EggLQkuNKcs",0.597934
2114,"gm7AYPHMLLe31lV",87.774665
2115,"Nx8RJURMD6HejQc",47.422471
2116,"sAnbKUuSyJcOEJs",83.413128
2117,"cBUbr1gU5OyjeSJ",4.191445
2118,"aCem3zdQjtwmWoZ",746.588944
